GivenName,Surname
Océane,Brian
Mallory,Bourgeois
Ferragus,Riel
Merlin,Généreux
William,Laboissonnière
Colette,Lajeunesse
Lowell,Mainville
Talbot,Villeneuve
Gaspar,Hughes
Esperanza,Beaupré
Granville,Gour
Jeoffroi,Souplet
Denise,Beaujolie
Gustave,Gauvin
Patience,Langelier
Magnolia,CinqMars
Dixie,Boncoeur
Desire,Duclos
Dorene,Bouchard
Robinette,Bériault
Hardouin,Paquette
Jeanette,Laux
Roch,Pinette
Aiglentina,Lejeune
Matilda,Mailly
Harriette,Rochon
Martin,Béland
Marveille,Lefèbvre
Antoinette,Hétu
Frédéric,Labrecque
Mason,DuLin
Peverell,Lessard
Didier,Arpin
Raina,Tisserand
Capucine,Saucier
Vedette,Vadnais
Guillaume,Lajeunesse
Théophile,Deschamps
Satordi,Deblois
Xarles,Thibault
Paige,Casgrain
Julien,Phaneuf
Cher,Blondlot
Curtis,Tougas
Aceline,Cuillerier
William,Boileau
Jolie,Caron
Fanette,Coupart
Jewel,Jardine
Thibaut,Leroux
Garland,Boucher
Christophe,Berthelette
Fifine,Marcoux
Soren,Margand
Jolie,Leblanc
Gallia,Bilodeau
Gabrielle,Racine
Donatien,Cousteau
Leone,Huppé
Slainie,Foucault
Fortun,Batard
Élisabeth,Quirion
Delphine,Arpin
Cendrillon,Rodrigue
Barry,Soucy
Roland,Laderoute
Esperanza,Denis
Philip,Audibert
Martine,Parizeau
Philippe,Paquette
Charlot,Sorel
Sacripant,Ménard
Aleron,Lévesque
Patricia,Duffet
Montague,Talon
Théodore,Savoie
Didier,Rocher
Felicien,Chnadonnet
Bellamy,Dupuy
Bertrand,Jomphe
Ferragus,"de Brisay"
Byron,CinqMars
Clarice,Vertefeuille
Morgana,Gamelin
Sennet,Petrie
Vernon,Lamour
Antoinette,Thibodeau
Marie,Rouze
Christiane,Cyr
Gay,Lacharité
Soren,Narcisse
Pascal,Chesnay
Henry,Cressac
Robert,Potvin
Nicole,Paquet
Théodore,Authier
Georges,Corbeil
Eleanor,Gilbert
Charles,Cadieux
Platt,Caouette
Donat,Chicoine
Roland,Parenteau
Isabelle,Beaulieu
Perrin,Bouvier
Jeanne,Sacré
Pascaline,Vadnais
Corette,Reault
Anton,Berger
Antoinette,Lapresse
Clarimunda,Camus
Orane,Lajoie
Jay,Quenneville
Verrill,Gauvin
Marphisa,Girard
Esperanza,Gaillard
Georgette,Artois
Claudette,Lessard
Fabienne,Panetier
Astolpho,Lessard
Émilie,Duval
Carine,Patel
Roland,Monty
Georgette,Charrette
Huette,Lemelin
Gilles,Vaillancour
Fabienne,Benjamin
Gemma,Gagné
Camille,Beaudoin
Richard,Lauzier
Lyle,Couturier
Verney,Chalut
Searlas,Loiselle
Quincy,Durepos
Coralie,Lamoureux
Leroy,Moreau
Somerville,Bourque
Aiglentina,Gilbert
Aloin,Méthot
Ganelon,Jodoin
Methena,Majory
Aubert,Paiement
Medoro,Lalonde
Varden,Desforges
Alphonse,Course
Ray,Varieur
Margaux,Lachance
Sidney,Poisson
Jacquenett,Lemelin
Oliver,Arpin
Martin,Fournier
Perrin,Gabriaux
Émile,Ayot
Belle,Abril
Emmanuelle,Lévesque
Dorene,Meilleur
Cendrillon,Bergeron
Mallory,Coulombe
Véronique,Leduc
Courtland,Masson
Rémy,Bourgeois
Germain,Bonenfant
Belisarda,Paiement
Jeoffroi,Bondy
Creissant,Busson
Lowell,Bisaillon
René,Majory
Fleurette,Mireault
Fletcher,Lalonde
Bernard,Gour
Laetitia,Bernier
Patrice,Dennis
Faustin,Monjeau
Loyal,Guimond
Jay,Lafontaine
Anouk,Méthot
Felicienne,Vachon
Charlot,Guédry
Cammile,Fongemie
Ernest,Chesnay
Vincent,Jalbert
Sabine,Jetté
Raison,Doyon
Aloin,Lavallée
Burrell,Salmons
Ancelote,Larocque
Geoffrey,Franchet
Élodie,Lavallée
Zoé,Marcil
William,Dennis
Jacques,Fouquet
Mayhew,Moreau
Zara,Couturier
Saber,Chenard
Aimée,Fontaine
Antoinette,Laframboise
Falerina,Coupart
Gaetane,Chauvet
Senior,Belisle
Hugh,Dubé
Stéphanie,Desjardins
Serge,Chartier
Louise,Perillard
Astrid,Boucher
Catherine,Mouet
Noelle,Chrétien
Maurice,Paiement
Alacoque,Godin
Gabrielle,L'Anglais
Brice,Couturier
Martin,Lamare
Melisande,Racicot
Fiacre,Croquetaigne
Bruce,Séguin
Sydney,Blanc
Laurene,Bourgeois
Sabine,Giroux
Valiant,Baril
Laetitia,Lamoureux
Curtis,Cousteau
Marphisa,Favreau
Legget,Gagnon
Delmare,Daigle
Tearlach,Paimboeuf
Cheney,Gabriaux
Peverell,Villeneuve
Claude,Charlebois
Saville,Lacombe
Lance,Chatigny
Harbin,Bazinet
Vernon,Boivin
Quincy,Bousquet
Phillipa,Phaneuf
Sibyla,Laurent
Leal,Asselin
Alacoque,Provencher
Colette,Busque
Gaetane,Laderoute
Seymour,Arsenault
Lotye,"Des Meaux"
Arno,Lanoie
Blanchefle,Vincent
Gaetane,L'Anglais
Pomeroy,Chalifour
Allyriane,Chartré
Agramant,Dostie
Belda,Chicoine
Christophe,Tougas
Élisabeth,Bédard
Albertine,Lauzier
Belisarda,DeGrasse
Royale,Joly
Ray,Labonté
Esmeraude,Labossière
Marphisa,LaGrande
Danielle,Bellemare
Dorothée,Marleau
Sabine,Echeverri
Barry,Savard
Paulette,Paimboeuf
Sumner,Gladu
Daniel,Roussel
Dalmace,Harquin
Langley,Arnoux
Thiery,St-Jean
Felicien,Forest
Anton,Bondy
Donat,Vadeboncoeur
Senapus,Boulé
Mercer,Martel
Archaimbau,Clavette
Vachel,Viens
Audric,Massé
Gradasso,Barrière
Gemma,Trottier
Alphonse,Jetté
Namo,Chaussée
Leone,Artois
Émile,Dodier
Cinderella,Alexandre
Talon,Belisle
Merle,Loiseau
Eleanor,Doyon
Thomas,Carrière
Namo,Berthiaume
Fleur,Garcia
Jacqueline,Chandonnet
Madelene,Blanc
Louise,Richard
Sibyla,Charbonneau
Ansel,Picard
Anaïs,Barjavel
Nanna,Charlesbois
Jeanette,Pépin
Estelle,Paulet
Eugène,Marleau
Donatien,Poulin
Georges,Lachapelle
Alain,Soucy
Dalmace,Bernard
Pansy,Déziel
Fitz,Vadeboncoeur
Hilaire,Bonsaint
Albracca,Sorel
Harcourt,Charette
Solaine,Chabot
Joy,Reault
Methena,Paimboeuf
Zacharie,Flamand
Joy,"de Brisay"
Forrest,Bureau
Agnès,Quessy
Isabelle,Corbin
Claudette,Saurel
Latimer,Briard
Gano,Morel
Fabrice,Brunelle
Victorine,Cressac
Rémy,René
Leverett,Lanoie
Marcelle,Michaud
René,Chenard
Frontino,Potvin
Fayme,Gregoire
Burkett,Allain
Marc,Boisclair
Avice,Rhéaume
Constance,Chalifour
Fitz,"De La Ronde"
Gauthier,Busson
Alphonse,Marier
Fayette,Norbert
Armand,Levasseur
Durandana,Coudert
Aimé,Deslauriers
Claudette,Jobin
Artus,Grandpré
Aceline,Cressac
Ermengardi,Goulet
Beltane,Moquin
Donatien,Marois
Arnou,Mailly
Genevre,Rancourt
Royden,Faubert
Varden,Aubé
Arthur,Quiron
Zerbino,Chauvet
Delmare,Martin
Audrey,Bernier
Éric,Ménard
Franck,Barrière
Fitz,Doucet
Leone,Croteau
Christien,Breton
Blanche,Beausoleil
Pomeroy,Bonneville
Mariette,Simard
Delmar,Lajoie
Loyal,Blanchard
Tristan,Beauchemin
Capucine,Chauvet
Roch,Arpin
Roland,Dupont
Lucas,Courtemanche
Mallory,Monrency
Hilaire,Généreux
Varden,Dagenais
Fayette,Vaillancour
Georgette,Gauthier
Marveille,Ferland
Royden,Léveillé
Zurie,Auclair
Zurie,Courcelle
Davet,Lépicier
Ganelon,Pirouet
Mayhew,Levasseur
Flordelis,Guédry
Fifine,Bordeaux
Patience,Marceau
Aimé,Paradis
Oliver,Quirion
Yvon,Turcotte
Millard,Talon
Monique,Vadnais
Azura,Benoit
Bruce,Saindon
Brie,Lamontagne
Anouk,Mailly
André,Doiron
Paien,Jardine
Marveille,Goguen
Thierry,Cressac
Élise,Sorel
Bruce,Moquin
Fanchon,Favreau
Dreux,Labonté
Barry,Aubé
Angelette,Lafontaine
Agnès,Hétu
Carine,Arpin
Natalie,Pelchat
Lundy,Chartier
Cécile,Vaillancour
Talbot,Leduc
Gabriel,Fortin
Gabriel,Bonneville
Arianne,Mireault
Royce,Tétrault
Mason,Michaud
Joanna,Laboissonnière
Telford,Voisine
Patrick,Robillard
Erembourg,Garceau
Fayme,Migneault
Cheney,Devoe
Gustave,Giroux
Dielle,Garnier
Richard,Labossière
Vignette,"de Launay"
Corinne,Bouvier
Blanchefle,Desruisseaux
Huette,Fongemie
Honore,Chartier
Tanguy,Salmons
Aubert,Ricard
Madelene,Langelier
Mallory,Gamelin
Bruce,D'Aoust
Zerbino,Clavette
Orlene,Bossé
Aymon,Blanchard
Édith,Richer
Jeanette,Lambert
Aubert,Desroches
Hugh,Lamontagne
Sébastien,Duperré
Harriette,Mothé
Vaden,Huppé
Pinabel,Davignon
Vallis,Rodrigue
Luc,Guimond
Edmee,Faucher
Curtis,Cinq-Mars
Sabine,Demers
Leverett,Lacroix
Ermengardi,Cormier
Nanna,Deserres
Inès,Berger
Aiglentina,Savoie
Roland,DuLin
Marveille,Charbonneau
Jay,Laframboise
Laverne,Laforest
Fanchon,Bossé
Paige,Henrichon
Verney,Gervais
Raina,Mothé
Ernest,Lacharité
Agathe,Goddu
Bernard,Brochu
Cerise,Fontaine
Timothée,Brousse
Hardouin,Lereau
Christelle,Royer
Alice,Courtemanche
Jay,Paquette
Audrey,Mathieu
Bernadette,Lambert
Valentine,Adler
Bradamate,Simard
Juliette,Leduc
Edmee,Bureau
Aurélie,St-Jean
Orville,Garnier
Archaimbau,Davignon
Brie,Fréchette
Barry,Covillon
Parnella,Berie
Alexandrie,Jacques
Nicolette,Massé
Fayme,Sorel
Sydney,Chastain
Talon,Aubin
Satordi,Givry
Zerbino,Michel
Adrien,Bienvenue
Troy,Édouard
Éric,D'Avis
Nadine,Paquet
Étienne,Pichette
Rive,Varieur
Francis,Lamothe
Legget,Lafontaine
Chantal,Jetté
Senapus,Aubin
Parnella,Durand
Azura,L'Heureux
Millicent,Achin
Mandel,Asselin
Parfait,Patenaude
Merlin,Lamontagne
Vallis,Garnier
Élodie,Bouchard
André,Laurent
Germaine,Ducharme
Dreux,Séguin
Gill,Chaloux
Loyal,Dodier
Eleanor,Chartré
Bellamy,Marois
Ophelia,Rodrigue
Viollette,Tétrault
Troy,Collin
Cosette,Berthelette
Auriville,Poisson
Pinabel,Lapierre
Xavierre,CinqMars
Dreux,Ouellet
Virginie,Turgeon
Brice,Béland
Patricia,Bourassa
David,Durand
Claude,Perreault
Aubrette,Girard
Channing,Lagacé
Marlon,Chartré
Barry,Grondin
Bruno,Houle
Noël,Chartier
Christophe,"Du Trieux"
Astolpho,Galarneau
Chandler,Tétrault
Olivier,Boutot
Aimée,Paquin
Verney,Théberge
Sabine,Huppé
Prewitt,Duranseau
Audric,Théberge
Nouel,Lussier
Christophe,Rodrigue
Saber,Brian
Agramant,Beauchesne
Mireille,Lajeunesse
Rachelle,Soucy
Demi,Cantin
Leroy,Pouliotte
Sabine,Durand
Eloise,Chalut
Didier,Racicot
Pierpont,Melanson
Delmar,Parent
Arno,Berthelette
Olivier,Chatigny
Honoré,Norbert
Marthe,Durand
Antoinette,Duclos
Sumner,Lavoie
Rive,Berger
Ferragus,Chauvin
Cécile,Girard
Leroy,Poirier
Frédérique,Chaussée
Raoul,Garnier
Hardouin,Caisse
Rule,Bisaillon
Vail,Labrosse
Auriville,Gaulin
Verney,Lebel
Vick,Moïse
Lothair,Lamoureux
Astolpho,Villeneuve
Mallory,Clément
Namo,Cotuand
Alexis,Archambault
Bruce,Querry
Musette,Covillon
Fifi,L'Anglais
Arnaud,Tougas
Holly,"de Chateaub"
Delphine,Blanc
Henry,Busson
Esmeraude,Guimond
Jeannine,Cinq-Mars
Crescent,Lanoie
Roch,Longpré
Léon,Petrie
Galatee,Brunelle
Marjolaine,Lebel
Paulette,Lamour
Desire,Cormier
Raymond,Garceau
Alaine,Pariseau
Tearlach,Audibert
"La Roux",Lécuyer
Donatien,Lamarre
Odo,Clavette
Fifine,Boutot
Methena,Leroux
Gill,Duranseau
Agathe,Blais
Yolette,Moreau
Claudette,Sauriol
Céline,Bellemare
Théophile,Rouze
Alice,Dupont
Algernon,Simon
Noelle,Durand
Delmare,Fremont
Matthieu,Picard
Joanna,Narcisse
Élisabeth,Parmentier
Alita,Beauchamps
Honore,Grandpré
Malagigi,Bouchard
Huon,Denis
Arienne,Brault
Marguerite,Leblanc
Aiglentina,Tétrault
Troy,Vadeboncoeur
Adélaïde,Moreau
Crescent,Beauchamps
Somer,Goguen
Erembourg,Dubois
Rabican,Huard
Philippine,Pouchard
Auda,Fremont
Delit,Dupuis
Leal,Turgeon
Granville,Grenier
Laurent,Desroches
Pauline,Monjeau
Laure,Bernier
Pierre,Ayot
Toussaint,Allaire
Blanche,Compagnon
Senapus,Desrosiers
Lundy,Cormier
Céline,Vincent
Germain,Bergeron
Louise,Routhier
Gallia,Brochu
Christophe,Chartré
Nathalie,Fréchette
Clovis,Therrien
Leala,Doucet
Peppin,Berthelette
Ray,D'Aoust
Françoise,Bélanger
Noelle,Guernon
Marthe,Dagenais
Marcelle,D'Aubigné
Dominic,Caouette
Alfred,Charpie
Gill,Rocher
Brigitte,Savard
Desire,Authier
Apolline,St-Jacques
Zerbino,Grignon
Agrican,Fresne
Dominic,Guilmette
Isabelle,Monty
Sacripant,Saucier
Juliette,Duhamel
Stéphane,St-Jean
Maurice,Séguin
Aleron,Leclerc
Maureen,Baril
Slainie,Courtemanche
Manville,Courcelle
Pomeroy,Sacré
Philippe,Gaulin
Amedee,"De La Vergne"
Seymour,Noël
Mathilde,Binet
Pascaline,Racicot
Valiant,Franchet
Daniel,Dodier
Ancelina,Ricard
Mirabelle,CinqMars
Magnolia,Thivierge
Faye,Courcelle
Channing,Savard
Alacoque,Étoile
Clovis,Paradis
Arthur,Dubé
Marshall,Charpentier
André,Lachapelle
Sumner,Parizeau
Oriel,Goulet
Arno,Cartier
Dominic,Pinneau
Ferrau,Tardif
Luc,Norbert
Senior,Raymond
Émile,Caron
Véronique,Grenier
Élisabeth,Lamare
Apolline,Brisette
Leverett,Patel
Galatee,Chauvin
Luce,Poisson
Thibaut,Lavallée
René,Carignan
Troy,Jodion
Kari,Avare
Caresse,Goguen
Marphisa,Lachance
Galatee,Gosselin
Alphonsine,Fontaine
Astolpho,Gendron
Hortense,Godin
Alphonsine,Daoust
Noémi,Bourassa
Aurore,Racicot
Grégoire,CinqMars
Gilbert,Collin
Gilles,Parizeau
Noémi,Laderoute
Grégoire,Houle
Damiane,Provencher
Pinabel,Arsenault
Viollette,Vadnais
Oliver,Tardif
Pryor,Bazinet
Verney,Gauvin
Benjamin,Tremblay
Methena,Tardif
Warrane,Ruais
Courtland,Despins
Blondelle,Gadbois
Avril,Ailleboust
Véronique,Daoust
Fanette,Bazinet
Dixie,Adler
Natalie,Bonnet
Jacquenett,Monty
Javier,Trottier
Jeanne,Laprise
Barry,Brisette
Josette,Auclair
Zdenek,Lavoie
Roxanne,Laprise
Seymour,David
Philip,Rousseau
Paul,Lacombe
Victor,Gagné
Mayhew,Robitaille
Claire,Brunelle
Delmar,Lacroix
Victor,Neufville
Timothée,Chrétien
Dexter,Houle
Hamilton,Hachée
Patience,Martineau
Aleron,Berthelette
Babette,Marier
Eustache,"de Brisay"
Margaux,Gaillard
Parfait,Bureau
Methena,Cloutier
Dorene,Chalifour
Mathilde,Lacombe
Alita,Vincent
Mariette,Legault
Rémy,Tessier
Romaine,Miron
Babette,Bonami
Hardouin,Blais
Stéphane,"Des Meaux"
Carole,Leclair
Erembourg,Deniger
Émilie,Monty
Paien,Turgeon
Virginie,Vernadeau
Marine,Austin
Coralie,Gougeon
Monique,Laforge
Ansel,Lanteigne
Olivie,Lespérance
Archaimbau,Bernier
Hugues,Arpin
Joseph,Auberjonois
Pierrette,D'Aubigné
Demi,Berthelette
Laure,Panetier
Aubert,Lessard
Mercer,Monrency
Édouard,Vadeboncoeur
Ambra,Bertrand
Eugenia,Bourgeau
Constance,Sabourin
Iva,"de Launay"
Bernard,Lamarre
Galatee,Bourassa
Lucille,Dupuis
Tabor,Lalonde
Guerin,Chaloux
Melville,Larivière
Dominique,Deblois
Courtland,Pelchat
Senior,Leclerc
Clothilde,Durepos
Gano,Panetier
Eugène,Therrien
Comforte,Barteaux
Christine,Authier
Aleron,Hervieux
Fayme,Dodier
Henri,Patry
Alphonsine,Lereau
Frédéric,Lamare
Zara,Gareau
Grosvenor,Vincent
Eglantine,Lapierre
Alphonse,Bousquet
Thiery,Lacroix
Babette,Tardif
Senapus,Melanson
Yves,Pomerleau
Somer,Courtemanche
Pierpont,Arnoux
Alain,Franchet
Patricia,Ferland
Aloin,Reault
Roland,Lachance
Peppin,Côté
Adrien,Richard
Virginie,Jalbert
Christine,Desaulniers
Melville,Coudert
Maryse,Vadeboncoeur
Gilbert,Henrichon
Saville,Villeneuve
Odo,Jardine
Amitee,Desilets
Richard,Dandonneau
Faye,Labrecque
Afrodille,Lussier
Joseph,Gagnon
Amabella,Lagrange
Ray,Gour
Arber,Chaussée
Roch,Galarneau
Faye,Martineau
Erembourg,Clément
Leverett,David
Amedee,Beaulac
Leroy,Gosselin
Talbot,Gamache
Sibyla,Rivard
Cinderella,Guérette
Patrice,Chevrette
Maslin,Fremont
Christophe,Fresne
Oriel,Gosselin
Madelene,Duclos
Xavierre,Lapresse
Villette,Moïse
Martin,Dubois
Namo,L'Heureux
Jessamine,Montminy
Julien,Bordeaux
Arianne,Collin
D'Arcy,Gamache
Jeanette,Paimboeuf
Marcel,Marcheterre
Merlin,Norbert
Cécile,Dionne
Cheney,Sauriol
Ernest,Fouquet
Melodie,Course
Royce,Doyon
Heloise,Coudert
Soren,Guilmette
Danielle,Guertin
Amedee,Coupart
Vick,Marier
Fauna,Primeau
Avril,Henrichon
Étienne,Duperré
Loyal,St-Jacques
Germaine,Guérette
Olympia,Salois
Julien,Sauvé
Creissant,Fecteau
Avelaine,Faure
Prunella,Rouleau
Blondelle,Jomphe
Thierry,Clavette
Gano,Senneville
Corinne,Patry
Amitee,Chandonnet
Louise,Saucier
Martine,Marchesseault
Angelique,Achin
Hugh,Verreau
Nicole,Martin
Karlotta,Breton
Fabien,Gaillard
Paige,"de Launay"
Huette,Laux
Etoile,Giroux
Norris,Benoit
Charlotte,Dostie
D'Arcy,DeGrasse
Varden,Fremont
Sophie,Fontaine
Joséphine,Lejeune
Arnaud,Lafond
Alice,Collin
Jean,Gosselin
Arnaud,Auberjonois
Favor,Doiron
Delit,Aupry
Pryor,Francoeur
Raina,Lapointe
Sacripant,Mothé
Natalie,Goddu
Laurence,Talon
Creissant,Doucet
Garland,Durepos
Zacharie,René
Maurice,Savard
Frédéric,Gaudreau
Davet,Ricard
Pierpont,Marois
Fitz,Martel
Patience,Desruisseaux
Frédéric,Louis
Sabine,Thibodeau
Alita,Allaire
Avenall,Paquette
Annette,Gareau
Pansy,Veilleux
Raina,Ruest
Eliot,Desilets
Hugh,Gendron
Rosamonde,Mazuret
Ophelia,Aupry
Angelette,Lacasse
Aloin,Begin
Brice,Francoeur
Crescent,Chastain
Honore,Leroux
Hugh,Bonenfant
Franck,Beaudouin
Norris,Lussier
Garland,Daviau
Jacques,Laberge
Élisabeth,Salmons
Harriette,Carrière
Auda,Migneault
Phillipa,Norbert
Guy,Rodrigue
Clémence,Bourdette
Fauna,L'Heureux
Bruno,Monty
Angelette,Deniger
Hardouin,Béland
Erembourg,Cadieux
Annot,Asselin
Prunella,Quinn
Laverne,Guibord
Christian,Brousse
Colette,Boisclair
Dominique,Jobin
Senapus,"Des Meaux"
Clovis,Lalonde
Jeoffroi,Boisclair
Mason,Poisson
Toussaint,Langlais
Brice,Poulin
Thomas,Marcheterre
Seymour,Lefèbvre
Serge,Tanguay
Guy,Gaudreau
Charmaine,Émond
Senapus,Bordeleau
Geoffrey,"de Brisay"
Zerbino,Chandonnet
Scoville,Rivard
Patricia,Joly
Baptiste,Grenier
Mercer,Patel
Marc,Marois
Vaden,Daigle
Cammile,Jolicoeur
"La Roux",Davignon
Jacques,Jardine
Belda,Gougeon
Vallis,"de Brisay"
Senior,Lagueux
Fantina,Lachapelle
Charlot,Garreau
Carole,Caisse
Amarante,Drouin
Geneviève,Chenard
Orva,Paré
Ancelina,Bertrand
Verrill,Deblois
Eugène,Rhéaume
Christelle,CinqMars
Odelette,Larocque
Cheney,Desnoyers
Barry,Duplessis
Norris,Lagrange
Garland,Guérette
Astolpho,Rochon
Auda,Brousse
Jules,Audibert
Auriville,Étoile
Antoine,Simard
Patricia,Flamand
Germaine,Lafontaine
Langley,Champagne
Leal,Lemieux
Somerville,Boutot
Alphonse,Sauvé
Neville,Course
Thomas,Laramée
Gérard,Guérette
Orville,Deschamps
Chantal,Côté
Virginie,Raymond
Algernon,Daviau
Ninette,Béland
Raoul,Charpentier
Beaufort,Dennis
Bernard,Gareau
Cendrillon,Auberjonois
Caroline,Couturier
Tilly,Clavet
Cerise,Hébert
Donat,DeGrasse
Elita,Trottier
Blanchefle,Desilets
Garland,Bertrand
Nadine,Chandonnet
Sydney,Raymond
Sennet,Arpin
Millard,Marois
Platt,Fréchette
Charmaine,Gauthier
Eleanor,Pomerleau
Mason,Cailot
Raina,Paquin
Marcelle,Harquin
Burkett,Vertefeuille
Fealty,Séguin
Luc,Carrière
Favor,Plourde
Paul,Deblois
Jacquenett,Gaillard
Halette,Lagacé
Mandel,Caron
Cinderella,Garceau
Loyal,Ailleboust
Jeanette,Pelletier
Beaufort,Favreau
Baptiste,Lemaître
Galatee,Lamy
Leal,"de Launay"
Guy,Desforges
Caroline,Cadieux
Sabine,Lamy
Maryse,Lebel
Christiane,Aubé
Adèle,Potvin
Roxanne,Riquier
Timothée,Brunelle
Phillipa,Briard
Avent,Faure
Liane,Deslauriers
Arber,Bizier
Varden,Lalonde
Forrest,Faucher
Russell,Trottier
Clarimunda,Meilleur
Baptiste,Gousse
Channing,Bergeron
Viollette,Migneault
Bayard,Gregoire
Phillipa,Desruisseaux
Trinette,Harquin
Harriette,Latourelle
Namo,Guibord
Bellamy,Charpentier
Nanna,Quenneville
Dexter,Sauvé
Esperanza,Bérard
Norris,Garcia
Julien,Simon
Peverell,Guimond
Diane,Plaisance
Hardouin,Varieur
Granville,Trépanier
Byron,Carignan
Nicholas,Dubois
Courtland,Plouffe
Paul,Blanc
Caroline,Echeverri
Bellamy,Gamache
Alexandre,Thibault
Talbot,Patel
Dominique,Angélil
Camille,Cousteau
Hilaire,D'Aoust
Jules,Abril
Leverett,Pomerleau
Hamilton,D'Avis
Flordelis,Thibault
Cendrillon,Baril
Arthur,Guérette
Fortun,Daviau
Erembourg,Lamoureux
Beltane,Saurel
Vincent,Majory
Pierpont,Forest
Ignace,Loiselle
Gill,Benoit
Belda,L'Anglais
Sophie,Frappier
Benoît,Ouellet
Aurore,Meilleur
Lothair,Moquin
Arthur,LaGrande
Joséphine,Bilodeau
Estelle,Brochu
Gaspar,Fremont
Eleanor,Picard
Timothée,Beaupré
Marphisa,Moreau
Stéphane,Givry
Gaetane,Aubé
Marcel,Cressac
Martin,Coudert
Bernard,Fresne
Gaspar,Lachance
Tanguy,Audibert
Comforte,Deniger
Émile,Savard
Antoine,"Des Meaux"
Logistilla,Godin
Curtis,Leblanc
Josephe,Arcouet
Arianne,Quessy
Yolette,Sciverit
Romaine,Clément
Pascaline,Huot
Ansel,Beaulé
Melisande,Saurel
Victor,Lacombe
Melodie,Deschamps
Voleta,Reault
Rive,Joly
Alexandre,Dupéré
Aubin,Angélil
Quincy,Vachon
Carolos,Maheu
Avenall,Galarneau
Caresse,Ruais
Roux,Despins
Beaufort,Poissonnier
Stéphanie,Michel
Noelle,Deblois
Vignette,Deniger
Oriel,Gagnon
Fleur,Morel
Grosvenor,Gadbois
Jeanette,Gladu
Fabrice,Bler
Zacharie,Lanoie
Parnella,Laframboise
Evrard,Robillard
Babette,Lazure
Astrid,Allard
Yvette,Rochon
Jay,Fournier
Esperanza,Margand
Sylvie,Lécuyer
Burnell,Meilleur
Esperanza,Trépanier
Patricia,Duperré
Capucine,Vernadeau
Belda,Lacombe
Marcelle,Savoie
Prunella,Lapresse
Emmanuelle,Lejeune
Verrill,Drouin
Vick,Perillard
Odette,Paradis
Jeannine,Brisette
Francis,Cliche
Alfred,Hébert
Apolline,Jetté
Robert,Desjardins
Sennet,D'Aoust
Roger,Beausoleil
Quennel,Chaussée
René,Sciverit
Granville,Carignan
Honore,Lemaître
Bruce,Guilmette
Marguerite,Levasseur
Thomas,Champagne
Manon,Rousseau
Orva,Jardine
Avenall,Fresne
Lorraine,Bonneville
Magnolia,Franchet
Oliver,Beauchamp
Hugh,Beaupré
Gabriel,LeBatelier
Eugenia,Pirouet
Claude,D'Aoust
Zurie,Brunault
Gaetan,Fresne
Capucine,Lefèbvre
Delmar,Galarneau
Brier,Saucier
Lothair,Plante
Serge,Sirois
Avelaine,Gaillou
Robinette,Richard
Dominique,Panetier
Evrard,Binet
Wyatt,Dumoulin
Sidney,Lapointe
Verrill,Mercure
Millicent,Loiseau
Florence,LeBatelier
Aleron,Thibodeau
Christiane,Mercure
Andrée,Avare
Mavise,Guilmette
Daniel,Goulet
Orson,Riel
Pierrette,Dupont
Yvon,Boncoeur
Soren,Dupuy
Vallis,Beausoleil
Erembourg,Josseaume
Mathilde,Brunault
Diane,Lamy
Apolline,Gareau
Stéphanie,Gareau
Iven,Bossé
Villette,Guay
Pénélope,Poirier
Ray,L'Angelier
Chandler,Lafrenière
Étienne,Chartier
Benjamin,Beausoleil
Aimée,Renaud
Sidney,Saucier
Antoine,Carignan
Montague,Vaillancourt
Éric,Provencher
Florismart,Vadnais
Eugène,Plouffe
Joséphine,Paquin
Warrane,Ménard
Arno,Fugère
Alfred,Arnoux
Roslyn,Crête
Jérôme,Devoe
Blondelle,Lacharité
Alice,Drouin
Marjolaine,Duffet
Aubrey,Lamare
Julie,Denis
Verney,Gauthier
Eliot,Noël
Bartlett,Senneville
Aubrey,Savoie
Saville,Gaulin
Ferragus,Trudeau
Noelle,Bossé
Tilly,Bérubé
Leal,Bazinet
Trinette,Doyon
Eustache,Côté
Nadine,Hervé
Faye,Audibert
Cher,Ruais
Eugène,Caisse
Chapin,Leclair
Adèle,Deniger
Capucine,Dufresne
Jeoffroi,Desnoyer
Jeannine,Beaujolie
Zurie,Lampron
Lyle,Michel
Théodore,Deschênes
Denis,Fortin
Harbin,Sansouci
Delmar,Gingras
Vick,Goddu
Clovis,Boucher
Comforte,Parrot
Élise,Voisine
Émile,Lemieux
Aubin,Bois
Thierry,Truchon
Stéphane,Beauchesne
Tyson,Lamoureux
Dielle,Boulé
Henri,Crête
Gaston,"Du Trieux"
Eugène,Deblois
Noelle,Beaudoin
Geoffrey,Trudeau
Talon,Beauchesne
Nouel,Quiron
Valérie,Fontaine
Coralie,Louineaux
Mirabelle,Huppé
Florismart,Arpin
Alphonse,Tessier
Esperanza,Duval
Eglantine,Leclerc
Felicienne,Despins
Gaspar,Langelier
Avice,Paimboeuf
Avenall,Sylvain
Dominique,Cadieux
Alexandre,Lajeunesse
Armina,Ménard
Emmanuel,Cailot
Odette,Larivière
Marc,Breton
Amarante,Sanschagrin
Marsilius,Courtois
Anaïs,Berthelette
Raymond,Lussier
Russell,Lanctot
Gaetane,Chandonnet
Desire,Duplanty
Fortun,Paiement
Patience,Clément
Guerin,Doucet
Brunella,Lejeune
